name,ticker,link,price_24h,change_24h,volume_24h,fdv,market_cap,funding_price,roi,total_raised,date,investor_1,investor_2,investor_3,investor_4
"Altered State Token","ASTO","https://icodrops.com/alt-estate/","$0.006478","-2.27%","$1.1 K","$15.32 M","$5.32 M","—","0.01x","$11 M","Apr 8, 2022","Delphi Digital (Delphi Labs)","Coinbase Ventures","Vendetta Capital","More Details"
"SundaeSwap","SUNDAE","https://icodrops.com/sundaeswap/","$0.004895","1.73%","$5.6 K","$9.8 M","—","0.005","0.98x","$1.3 M","Apr 7, 2022","Double Peak","Alameda Research","cFund",""
"Nomad Exiles","PRIDE","https://icodrops.com/nomad-exiles/","$0.0007929","-2.50%","$15.55 K","$79.29 K","—","0.1","0.01x","$4.06 M","Apr 3, 2022","MV Global","Shima Capital","316VC","More Details"
"Vulcano","VULC","https://icodrops.com/vulcano/","$0.001426","0.07%","$17.93","$142.6 K","—","0.1","0.01x","$1.54 M","Mar 31, 2022","BitMart","ChainLink","CryptoLab Studio","More Details"
"Animal Concerts","ANML","https://icodrops.com/animal-concerts/","$0.00002573","0.58%","$23.51 K","$321.5 K","—","0.0045","0.01x","$11.34 M","Mar 31, 2022","","","",""
"Blockchain Brawlers","BRWL","https://icodrops.com/blockchain-brawlers/","$0.00053","2.59%","$18.78 K","$529.7 K","$530 K","—","0.01x","—","Mar 30, 2022","","","",""
"Voltage Finance","VOLT","https://icodrops.com/voltage-finance/","$0.00007142","0.31%","$15.49","$620.18 K","$287.78 K","0.004","0.02x","$5.12 M","Mar 30, 2022","Node Capital","Spark Digital Capital","TRGC","More Details"
"Gamium","GMM","https://icodrops.com/gamium/","$0.00007444","-2.30%","$41.63 K","$3.73 M","$3.64 M","0.0003","0.25x","$3.61 M","Mar 30, 2022","DAO Maker","Magnus Capital","MV Global","More Details"
"Karmaverse","KNOT","https://icodrops.com/karmaverse/","$0.001882","7.54%","$17.3 K","$395.01 K","—","0.5","0.01x","$9.18 M","Mar 29, 2022","Fundamental Labs","Altonomy","GSR Ventures","More Details"
"Dead Knight","DKM","https://icodrops.com/dead-knight/","$0.00001046","","$18.09","$5.23 K","—","0.032","0.01x","$799.2 K","Mar 29, 2022","MEXC Global (Privcode Capital)","Babylons","Blockius","More Details"
"Gami","GAMI","https://icodrops.com/gami/","$0.001898","","$1.96","$2.85 M","—","0.1","0.02x","$258.75 K","Mar 29, 2022","","","",""
"CoW Protocol (CowSwap)","COW","https://icodrops.com/cowswap/","$0.3503","4.32%","$14.61 M","$350 M","$178.78 M","0.23","1.52x","$23 M","Mar 28, 2022","1kx","Blockchain Capital","Cobie","More Details"
"Itheum","ITHEUM","https://icodrops.com/itheum/","$0.001048","-0.29%","$295.57","$1.05 M","$509.79 K","0.04","0.03x","$7.5 M","Mar 28, 2022","Ascensive Assets","Mechanism Capital","Morningstar Ventures","More Details"
"Lumerin","LMR","https://icodrops.com/lumerin/","$0.002707","1.45%","$55.06","$2.68 M","$1.71 M","0.45","0.01x","$20.45 M","Mar 28, 2022","Coinbase Ventures","Fenbushi Capital","Cadenza Ventures","More Details"
"Ratio Finance","RATIO","https://icodrops.com/ratio-finance/","$0.0001208","13.18%","$0.18","$11.88 K","—","1.5","0.01x","$8.4 M","Mar 25, 2022","CMS Holdings","Divergence Ventures","Rarestone Capital","More Details"
"Paladin","PAL","https://icodrops.com/paladin/","$0.06811","0.88%","$4.08 K","$3.4 M","$1.31 M","0.32","0.21x","$2.55 M","Mar 25, 2022","Galaxy","Greenfield One","NFX","More Details"
"H2O Dao","H2O","https://icodrops.com/h2o-dao/","$0.04229","-4.30%","$19.69 K","$41.59 M","—","0.01","4.13x","$25 K","Mar 25, 2022","","","",""
"Wizardia","WZRD","https://icodrops.com/wizardia/","$0.0004393","","$14.42 K","$131.67 K","$61.56 K","0.12","0.01x","$5.94 M","Mar 24, 2022","Vendetta Capital","AU21 Capital","Magnus Capital","More Details"
"ritestream","RITE","https://icodrops.com/ritestream/","$0.001266","0.75%","$81.85 K","$1.26 M","$910.85 K","0.04","0.03x","$3.5 M","Mar 24, 2022","Artesian VC","SOSV","Blockchain Founders Fund","More Details"
"Solcial","SLCL","https://icodrops.com/solcial/","$0.0001924","0.71%","$0.29","$192.4 K","$192.34 K","0.029","0.01x","$3.05 M","Mar 24, 2022","Rarestone Capital","GBV Capital","Alameda Research","More Details"
"Metawear","WEAR","https://icodrops.com/metawear/","$0.00008005","-3.05%","$13.03 K","$463.7 K","—","0.005","0.02x","$2.73 M","Mar 22, 2022","Gate.io","MV Global","BullPerks","More Details"
"Dogami","DOGA","https://icodrops.com/dogami/","$0.0006333","0.05%","$17.87 K","$563.2 K","$540.06 K","0.075","0.01x","$24.85 M","Mar 22, 2022","Ubisoft","Animoca Brands","Ghaf Capital Partners","More Details"
"ADADao","ADAO","https://icodrops.com/adadao/","$0.0007146","1.41%","$4.44","$357.25 K","—","0.038","0.02x","$3.72 M","Mar 22, 2022","Satoshi Fund","Blockstack","CryptoVietnam","More Details"
"Token Traxx Music Ltd","TRAXX","https://icodrops.com/token-traxx-music-ltd/","$0.0005858","-14.51%","$8.36 K","$198.97 K","$26.27 K","0.1","0.01x","$9.92 M","Mar 21, 2022","P2 Ventures","Zilliqa","",""
"Quadency","QUAD","https://icodrops.com/quadency/","$0.001684","0.89%","$265.06","$668.6 K","$421.12 K","0.09","0.02x","$4.35 M","Mar 21, 2022","YZi Labs (prev Binance Labs)","OKX Ventures","AAX","More Details"
"XPLA","XPLA","https://icodrops.com/xpla/","$0.03326","3.43%","$147.29 K","$66.24 M","$27.38 M","—","0.05x","—","Mar 21, 2022","Hashed","Big Brain Holdings","Infinity Ventures Crypto (IVC)","More Details"
"Space Misfits","CROWN","https://icodrops.com/space-misfits/","$0.0003863","-0.68%","$3.08","$77.44 K","—","0.16","0.01x","$3.56 M","Mar 19, 2022","OKX Ventures","Magnus Capital","MV Global","More Details"
"Stargate finance","STG","https://icodrops.com/stargate-finance/","$0.1748","6.07%","$4.87 M","$174.7 M","$169.81 M","0.25","0.69x","$30 M","Mar 18, 2022","Alameda Research","LayerZero Network","",""
"APEcoin","APE","https://icodrops.com/apecoin/","$0.6125","4.35%","$15.76 M","$611.3 M","$461 M","—","0.04x","$450 M","Mar 17, 2022","Andreessen Horowitz (a16z)","Animoca Brands","FTX Ventures","More Details"
"HydraDX","HDX","https://icodrops.com/hydradx/","$0.009511","6.69%","$85.81 K","$41.94 M","$25.1 M","0.0115","0.8x","$23.1 M","Mar 16, 2022","CMS Holdings","Hypersphere Ventures","AU21 Capital","More Details"
"MarsDAO","MDAO","https://icodrops.com/marsdao/","$0.04924","-0.24%","$79.56 K","$4.73 M","$3.48 M","1.1","0.05x","$10.5 M","Mar 16, 2022","","","",""
"Zebec Protocol","ZBCN","https://icodrops.com/zebec-protocol/","$0.004394","14.92%","$15.8 M","$424.1 M","$379.23 M","0.021","0.21x","$30.6 M","Mar 16, 2022","Lightspeed Venture Partners","Coinbase Ventures","Hack VC","More Details"
"Degis","DEG","https://icodrops.com/degis/","$0.0000486","","$0.02","$2.09 K","$293.5","0.6","0.01x","$6.4 M","Mar 15, 2022","Rarestone Capital","3Commas","Evernew Capital","More Details"
"Souni","SON","https://icodrops.com/souni/","$0.00000161","35.26%","$544.44","$16.1 K","$15.44 K","0.002","0.01x","$3.5 M","Mar 15, 2022","AU21 Capital","Kyros Ventures","x21 Digital","More Details"
"DeFiHorse","DFH","https://icodrops.com/defihorse/","$0.000356","0.32%","$21.52","$237.81 K","—","0.25","0.01x","$6.7 M","Mar 15, 2022","Shima Capital","AlphaTrue","Asteroid Capital","More Details"
"Stader Labs","SD","https://icodrops.com/stader-labs/","$0.6595","-0.85%","$4.14 M","$79.02 M","$40.02 M","—","0.15x","$39.99 M","Mar 15, 2022","Pantera Capital","Accomplice","Amber Group","More Details"
"Duet Protocol","DUET","https://icodrops.com/duet-protocol/","$0.0002208","0.62%","$13.42","$92.9 K","—","0.34","0.01x","$7.01 M","Mar 11, 2022","One Block Capital","3Commas","Cabin VC","More Details"
"Bullieverse","BULL","https://icodrops.com/bullieverse/","$0.0007584","1.70%","$25.3 K","$749.2 K","$675.55 K","0.035","0.02x","$4.92 M","Mar 9, 2022","6MV (6th Man Ventures)","OKX Ventures","Spark Digital Capital","More Details"
"Dexalot","ALOT","https://icodrops.com/dexalot/","$0.1386","3.12%","$92.81 K","$13.87 M","$8.12 M","0.6","0.23x","$6.75 M","Mar 9, 2022","Woodstock Fund","Republic Capital","Muhabbit Capital","More Details"
"Duckie Land","MMETA","https://icodrops.com/duckie-land/","$0.003535","2.46%","$33.46","$353.5 K","—","0.5","0.01x","$4.67 M","Mar 9, 2022","Automatic Venture Group (AVG)","Avstar Capital","AZer Capital","More Details"
"Shade Protocol","SHD","https://icodrops.com/shade-protocol/","$0.5321","-1.60%","$299.14 K","$5.34 M","$2.68 M","6.45","0.08x","$5 M","Mar 9, 2022","Momentum 6","NGC Ventures","Shima Capital","More Details"
"MetaMall","MALL","https://icodrops.com/metamall/","$0.00000266","3.74%","$38.79","$26.6 K","—","0.004","0.01x","$5.19 M","Mar 9, 2022","316VC","Almora Capital","brotherhood","More Details"
"Stepn","GST, GMT","https://icodrops.com/stepn/","$0.04431","5.65%","$13.83 M","$222.99 M","$137.74 M","0.01","4.4x","$9.2 M","Mar 9, 2022","YZi Labs (prev Binance Labs)","6MV (6th Man Ventures)","Alliance","More Details"
"DeFiato","DFIAT","https://icodrops.com/defiato/","$0.0009392","4.39%","$178.99","$232.35 K","$144.59 K","0.08","0.01x","$4.7 M","Mar 8, 2022","DAO Maker","Double Peak","Mirana Ventures","More Details"
"Mars Protocol","MARS","https://icodrops.com/mars-protocol/","$0.02136","13.47%","$26.59 K","$9.77 M","$5.69 M","—","0.03x","—","Mar 7, 2022","Delphi Digital (Delphi Labs)","Terraform Labs (Luna)","WE3",""
"Okratech","ORT","https://icodrops.com/okratech/","$0.004121","3.98%","$467.69 K","$3.61 M","$3.59 M","0.05","0.08x","$2.83 M","Mar 5, 2022","DWF Labs","Bybit","GOTBIT",""
"Outer Ring","GQ","https://icodrops.com/outer-ring/","$0.00005409","5.01%","$12.42 K","$460.3 K","$435.31 K","0.004","0.01x","$7.62 M","Mar 3, 2022","OKX Ventures","Black Dragon","Yellow Blocks","More Details"
"Era7","ERA","https://icodrops.com/era7/","$0.0008678","0.43%","$42.43","$383.82 K","—","0.09","0.01x","$1.8 M","Mar 2, 2022","HashKey Capital","Waterdrip Capital","AlphaCoin Fund","More Details"
"Orbler","ORBR","https://icodrops.com/orbler/","$0.09351","-2.22%","$15.6 K","$187.1 M","$94.97 M","3.3","0.03x","$122.22 K","Mar 2, 2022","Chain Capital","Gate.io","MEXC Global (Privcode Capital)","More Details"
"Metan Evolutions","METAN","https://icodrops.com/metan-evolutions/","$0.002389","-0.71%","$9.8 K","$238.8 K","—","0.15","0.02x","$2.6 M","Mar 1, 2022","One Block Capital","Gate.io","Shima Capital","More Details"
"Rainbow Token","RBW","https://icodrops.com/rainbow-token/","$0.001493","0.80%","$0.61","$1.5 M","$293.56 K","0.74","0.01x","$45.59 M","Mar 1, 2022","Delphi Digital (Delphi Labs)","BITKRAFT Ventures","CoinFund","More Details"
"Kyberdyne","KBD","https://icodrops.com/kyberdyne/","$0.00008013","-2.15%","$18.9 K","$40.01 K","—","0.045","0.01x","$3.52 M","Feb 28, 2022","AU21 Capital","Gate.io","Shima Capital","More Details"
"Faith Tribe","FRTB","https://icodrops.com/faith-tribe/","$0.004918","0.01%","$530.28 K","$24.59 M","$13.26 M","0.01","0.49x","$350 K","Feb 25, 2022","","","",""
"Qitchain Network","QTC","https://icodrops.com/qitchain-network/","$0.06735","0.90%","$4.02 K","$7.07 M","—","11.31","0.01x","$90.48 K","Feb 24, 2022","","","",""
"MetaRim","RIM","https://icodrops.com/metarim/","$0.000003","","$0.08","$3 K","—","0.04","0.01x","$2.11 M","Feb 24, 2022","Jump Capital","Gate.io","Shima Capital","More Details"
"EarnGuild","EARN","https://icodrops.com/earnguild/","$0.0005092","-4.14%","$96.28","$50.92 K","—","0.4","0.01x","$7.97 M","Feb 24, 2022","MV Global","Black Dragon","NewTribe Capital","More Details"
"pSTAKE","PSTAKE","https://icodrops.com/pstake/","$0.02843","1.62%","$832.28 K","$14.21 M","$14.22 M","0.4","0.07x","$20 M","Feb 24, 2022","YZi Labs (prev Binance Labs)","Coinbase Ventures","DeFiance Capital","More Details"
"Tap Fantasy","TAP","https://icodrops.com/tap-fantasy/","$0.000113","-8.43%","$18.36 K","$116 K","—","0.04","0.01x","$5.45 M","Feb 22, 2022","NGC Ventures","Shima Capital","ArkStream Capital","More Details"
"Alpine F1","ALPINE","https://icodrops.com/alpine-f1/","$1.966","-11.76%","$14.67 M","$79.32 M","$36.8 M","1","1.97x","$4 M","Feb 21, 2022","YZi Labs (prev Binance Labs)","","",""
"Kunci Coin","KUNCI","https://icodrops.com/kunci-coin/","$0.0001816","-1.06%","$1.44 K","$726 K","$223.84 K","—","0.01x","—","Feb 18, 2022","","","",""
"BBS Network","BBS","https://icodrops.com/bbs-network/","$0.001446","-1.90%","$323.75","$1.44 M","$103.19 K","0.23","0.01x","$7.53 M","Feb 17, 2022","YZi Labs (prev Binance Labs)","Polychain Capital","Digital Currency Group (DCG)","More Details"
"X2Y2","X2Y2","https://icodrops.com/x2y2/","$0.00212","1.45%","$65.02 K","$1.22 M","$800.53 K","—","0.01x","—","Feb 16, 2022","Defined","Goplus","NFTScan","More Details"
"Atlas DEX","ATS","https://icodrops.com/atlas-dex/","$0.0001562","-10.99%","$175.24","$44.25 K","$9.55 K","0.14","0.01x","$6.47 M","Feb 16, 2022","HTX Ventures (previously Huobi Ventures)","Jump Capital","3Commas","More Details"
"ALEX Lab","","https://icodrops.com/alex-lab/","$0.005579","0.57%","$195.72 K","$3.39 M","$3.38 M","—","0.04x","$18.3 M","Feb 16, 2022","DWF Labs","CMS Holdings","The Spartan Group","More Details"
"Everdome","DOME","https://icodrops.com/everdome/","$0.00007509","-1.48%","$149.18 K","$6.85 M","$1.43 M","0.0012","0.06x","$6.5 M","Feb 15, 2022","","","",""
"Qmall","QMALL","https://icodrops.com/qmall/","$0.004093","2.10%","$574.41","$409.2 K","$289.21 K","0.0333","0.12x","$1.85 M","Feb 15, 2022","","","",""
"UX Chain (Umee)","UMEE","https://icodrops.com/ux-chain-umee/","$0.0002051","0.33%","$256.23","$2.51 M","$909.11 K","0.07","0.01x","$38.3 M","Feb 15, 2022","IDEO CoLab Ventures","Polychain Capital","CMS Holdings","More Details"
"RSS3","","https://icodrops.com/rss3/","$0.04486","7.90%","$5.48 M","$45.55 M","$37 M","0.36","0.12x","$25.27 M","Feb 14, 2022","Balaji Srinivasan","DWF Labs","Coinbase Ventures","More Details"
"Alethea AI","ALI","https://icodrops.com/alethea-ai/","$0.007012","1.22%","$2.08 M","$69.19 M","$63.94 M","0.0678","0.1x","$31.4 M","Feb 14, 2022","IDEO CoLab Ventures","Mark Cuban","Multicoin Capital","More Details"
"Concordium","CCD","https://icodrops.com/concord/","$0.005185","-10.55%","$426.66 K","$73.06 M","$60.4 M","—","0.06x","$51 M","Feb 10, 2022","G1 Ventures","NewTribe Capital","Shaween Chan",""
"ZKSpace","ZKS","https://icodrops.com/zkspace/","$0.0045","","$72.99","$2.69 M","$1.01 M","0.025","0.18x","$1.68 M","Feb 10, 2022","FBG Capital","Bixin Ventures","SNZ Holding","More Details"
"Altair","AIR","https://icodrops.com/altair/","$0.003262","1.69%","$11.04 K","$1.55 M","$1.29 M","0.1","0.03x","$4.68 M","Feb 9, 2022","","","",""
"Heroes of NFT","HON","https://icodrops.com/heroes-of-nft/","$0.007112","3.88%","$2.72 K","$1.38 M","$616.02 K","0.1","0.07x","$2.95 M","Feb 9, 2022","ZBS Capital","4YF Capital","Avalanche Foundation","More Details"
"KingdomX","KT","https://icodrops.com/kingdomx/","$0.0002488","0.61%","$142.98 K","$249 K","$77 K","0.012","0.02x","$2.46 M","Feb 9, 2022","HTX Ventures (previously Huobi Ventures)","DAO Maker","Double Peak","More Details"
"Sheesha Finance Polygon","MSHEESHA","https://icodrops.com/sheesha-finance-polygon/","$0.0001056","-0.27%","$1.86","$94.53 K","$40.49 K","0.02","0.01x","$3.4 M","Feb 7, 2022","","","",""
"Rubix","RBT","https://icodrops.com/rubix/","$250.42","-0.43%","$147.23 K","$12.94 B","—","—","1.56x","$100 M","Feb 6, 2022","LDA Capital","","",""
"Everscale","EVER","https://icodrops.com/everscale/","$0.01282","-8.69%","$582.12 K","$27.19 M","$25.45 M","—","0.04x","—","Feb 4, 2022","","","",""
"MELD","MELD","https://icodrops.com/meld/","$0.00000974","-98.76%","$35.65","$38.88 K","$14.43 K","0.03","0.01x","$32 M","Feb 4, 2022","Black Dragon","OIG Oracles Investment Group","BBS Finance","More Details"
"Vesta Finance","VSTA","https://icodrops.com/vesta-finance/","$0.04952","1.44%","$2.52","$4.89 M","$1.11 M","2.85","0.02x","$10.71 M","Feb 4, 2022","Fiskantes","Nick Chong","Tetranode","More Details"
"Perion","PERC","https://icodrops.com/perion/","$0.02634","113.50%","$177.16 K","$1.23 M","$848.15 K","1.2","0.02x","$14.9 M","Feb 2, 2022","Framework Ventures","Pantera Capital","IOSG Ventures","More Details"
"BlokPad","BPAD","https://icodrops.com/blokpad/","$0.000288","0.06%","$375.25","$2.16 M","—","0.0013","0.23x","$1.59 M","Feb 1, 2022","Animoca Brands","AU21 Capital","Magnus Capital","More Details"
"Sommelier","SOMM","https://icodrops.com/sommelier/","$0.00161","13.33%","$973.23","$795 K","$589.67 K","—","0.01x","$27.5 M","Feb 1, 2022","Multicoin Capital","Polychain Capital","Standard Crypto","More Details"
"Panther Protocol","ZKP","https://icodrops.com/panther-protocol/","$0.006853","-1.71%","$200.59 K","$2.49 M","$2.3 M","0.6","0.01x","$31.8 M","Feb 1, 2022","A195 Capital","Rarestone Capital","AU21 Capital","More Details"
"Synesis One","SNS","https://icodrops.com/synesis-one/","$0.001797","3.33%","$649.69 K","$1.8 M","$819.89 K","0.05","0.04x","$550 K","Jan 30, 2022","A195 Capital","MetaCartel Ventures","Yield Guild Games (YGG)","More Details"
"Affyn","FYN","https://icodrops.com/affyn/","$0.001335","-0.35%","$17.72 K","$1.33 M","$339.14 K","0.14","0.01x","$19.27 M","Jan 30, 2022","Big Brain Holdings","MV Global","Black Dragon","More Details"
"Unilab","ULAB","https://icodrops.com/unilab/","$0.003369","2.33%","$2.85","$336.9 K","—","0.18","0.02x","$1.95 M","Jan 30, 2022","x21 Digital","Alpha Blockz","Alpha Hunt","More Details"
"Jones DAO","JONES","https://icodrops.com/jones-dao/","$0.08548","0.64%","$69.28","$850.3 K","$443.53 K","19.1","0.01x","$29 M","Jan 30, 2022","Tetranode","0xSami","Arbitrum Foundation","More Details"
"Ambire Wallet","WALLET","https://icodrops.com/ambire-wallet/","$0.02638","0.06%","$361.22 K","$18.96 M","$18.95 M","0.07","0.38x","$2.78 M","Jan 29, 2022","Ascensive Assets","FMFW","MetaCartel Ventures","More Details"
"MetaVisa","MESA","https://icodrops.com/metavisa/","$0.00002","-18.17%","$0.01","$200 K","—","0.008","0.01x","$5.1 M","Jan 28, 2022","Spark Digital Capital","Sora Ventures","Black Mamba Ventures","More Details"
"GensoKishi","MV","https://icodrops.com/gensokishi/","$0.008896","-4.02%","$551.52 K","$17.74 M","$3.59 M","0.019","0.47x","$2.09 M","Jan 28, 2022","","","",""
"Hubble Protocol","HBB","https://icodrops.com/hubble-protocol/","$0.00756","1.60%","$206.28","$755.9 K","$516.33 K","1","0.01x","$21.8 M","Jan 28, 2022","Delphi Digital (Delphi Labs)","Multicoin Capital","Alliance","More Details"
"Spellfire","SPELLFIRE","https://icodrops.com/spellfire/","$0.0001327","1.05%","$41.24 K","$86.34 K","$84.93 K","0.025","0.01x","$3.99 M","Jan 27, 2022","DAO Maker","Genblock Capital","Shima Capital","More Details"
"Ronin","RON","https://icodrops.com/ronin/","$0.4876","2.99%","$2.64 M","$485.9 M","$337.97 M","—","0.11x","$159 M","Jan 27, 2022","Andreessen Horowitz (a16z)","Mark Cuban","ConsenSys","More Details"
"Compendium.Fi","CMFI","https://icodrops.com/compendiumfi/","$0.0001671","4.21%","$100.48","$83.6 K","$19.83 K","0.08","0.01x","$2.85 M","Jan 26, 2022","Axia8 Ventures","Digital Renaissance","PetRock Capital","More Details"
"Metastrike","MTS","https://icodrops.com/metastrike/","$0.0005793","3.41%","$245.72 K","$323.91 K","$150.36 K","0.05","0.01x","$4.26 M","Jan 26, 2022","Jump Capital","Blockchain Gaming Fund","Magnus Capital","More Details"
"Metafluence","METO","https://icodrops.com/metafluence/","$0.0000737","0.26%","$22.31 K","$353.71 K","$132.66 K","0.0075","0.01x","$5.78 M","Jan 25, 2022","MV Global","OIG Oracles Investment Group","CRT Capital Group","More Details"
"Acala Network","ACA","https://icodrops.com/acala-network/","$0.02977","3.13%","$2.23 M","$47.07 M","$34.73 M","1","0.03x","$1.46 B","Jan 25, 2022","1confirmation","Pantera Capital","Polychain Capital","More Details"
"SpaceFalcon","FCON","https://icodrops.com/spacefalcon/","$0.00001427","-6.06%","$185.85","$271.13 K","$248.65 K","0.002","0.01x","$4.8 M","Jan 25, 2022","OKX Ventures","Magnus Capital","Momentum 6","More Details"
